
欧歌分享,#genre#
黑龙江卫视,http://148.135.93.213/live.php?id=黑龙江卫视
海南卫视,http://148.135.93.213/live.php?id=海南卫视
大湾区卫视,http://148.135.93.213/live.php?id=大湾区卫视

央视频道,#genre#
CCTV-1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33#http://120.192.226.35:8009/hls/501/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225642/index.m3u8
CCTV1综合,http://jiangling-live21.cjyun.org/10090/s10090-jltv02.m3u8?auth_key=1735660799-0-0-cca9709aa95c0c612033418412e9ee26
CCTV-2,http://120.192.226.35:8009/hls/502/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225643/index.m3u8
CCTV-3-高清,http://120.192.226.35:8009/hls/3/index.m3u8
CCTV-3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV4欧洲,http://111.48.34.237/PLTV/88888888/224/3221230530/1.m3u8
CCTV4美洲,http://111.48.34.237/PLTV/88888888/224/3221230585/1.m3u8
CCTV4K,http://111.48.34.237/PLTV/88888888/224/3221230518/1.m3u8#http://111.48.34.237/PLTV/88888888/224/3221230577/1.m3u8#http://111.48.34.237/PLTV/88888888/224/3221230571/1.m3u8#http://iptv.0564.org:35455/gaoma/cctv4k.m3u8#http://148.135.93.213:81/live.php?id=CCTV4K-av3a#http://tv.kmhlzxs.top:35455/gaoma/cctv4k.m3u8#http://livetv.wqwqwq.sbs/gaoma/cctv4k.m3u8#http://3.itv.nctv.top:35455/gaoma/cctv4k.m3u8#http://223.105.252.60/PLTV/4/224/3221228472/index.m3u8?servicetype=1#http://home.wwang.pw:35455/gaoma/cctv4k.m3u8#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=79930b&tk=822270345d4c#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5c7fc0&tk=822270345d4c#http://3501776.xyz:35455/gaoma/cctv4k.m3u8#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0389&tk=a0c4f6cfaba3#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6527&tk=f6cc1e0a0e1a#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6124&tk=a0c4f6cfaba3#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7103&tk=e640d0a1bf70#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7406&tk=e503191f8e20#https://stream1.freetv.fun/cctv4k-2.ctv#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9460&tk=b53028476470#http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-4K-HD#http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227382/index.m3u8#http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227354/index.m3u8
CCTV-4,http://120.192.226.35:8009/hls/4/index.m3u8
CCTV5体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5-高清,http://120.192.226.35:8009/hls/503/index.m3u8
CCTV5+体育赛事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV-6-高清,http://120.192.226.35:8009/hls/6/index.m3u8
CCTV8K,http://148.135.93.213:81/live.php?id=CCTV8K-av3a#http://3501776.xyz:35455/gaoma/cctv8k_36m.m3u8
CCTV8k,http://home.wwang.pw:35455/gaoma/cctv8k_36m.m3u8
CCTV-8-高清,http://120.192.226.35:8009/hls/8/index.m3u8
CCTV-8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV-9,http://120.192.226.35:8009/hls/509/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV-10,http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8
CCTV-11,http://120.192.226.35:8009/hls/11/index.m3u8
CCTV-11戏曲,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0RcQQbNseiHvFO8XWf466A%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV-12,http://120.192.226.35:8009/hls/507/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8
CCTV-13,http://61.163.181.78:9901/tsfile/live/0013_1.m3u8#http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
CCTV-13新闻,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EqHPe9pEEWJ00hz1ArnRZVA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV-14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8
CCTV-15(音乐),http://120.192.226.35:8009/hls/15/index.m3u8
CCTV16-4K-25PHLG源,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240389_1/playlist.m3u8?CONTENTID=00000110240389_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV16-4K,http://148.135.93.213:81/live.php?id=CCTV16-4K-av3a
CCTV16(4K),http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8#http://39.134.136.161:6610/000000001000/5000000008000023254/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023254#http://223.105.252.59/PLTV/4/224/3221228314/index.m3u8?servicetype=1#http://nas.suntao.online:35455/itv/5000000008000023254.m3u8?cdn=bestzb#http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-16-4K#http://zteres.sn.chinamobile.com:6060/000000001000/5000000008000023254/1.m3u8?channel-id=bestzb&Contentid=5000000008000023254&livemode=1&stbId=3
CCTV22,http://182.37.169.94:352/tsfile/live/0002_1.m3u8
CCTV42,http://182.37.169.94:352/tsfile/live/0004_1.m3u8
CCTV72,http://182.37.169.94:352/tsfile/live/0007_1.m3u8
CCTV92,http://182.37.169.94:352/tsfile/live/0009_1.m3u8
CCTV102,http://182.37.169.94:352/tsfile/live/0010_1.m3u8
CCTV122,http://182.37.169.94:352/tsfile/live/0012_1.m3u8
CCTV150,http://nas.suntao.online:35455/itv/5000000004000002226.m3u8?cdn=bestzb
CCTV172,http://182.37.169.94:352/tsfile/live/0019_1.m3u8
CCTV250,http://nas.suntao.online:35455/itv/6000000001000014161.m3u8?cdn=wasusyt
CCTV450,http://nas.suntao.online:35455/itv/5000000011000031102.m3u8?cdn=bestzb
CCTV650,http://nas.suntao.online:35455/itv/6000000001000004574.m3u8?cdn=wasusyt
CCTV750,http://nas.suntao.online:35455/itv/6000000001000009055.m3u8?cdn=wasusyt
CCTV950,http://nas.suntao.online:35455/itv/6000000001000032162.m3u8?cdn=wasusyt
CCTV风云足球,http://58.19.38.162:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0#http://183.11.239.36:808/hls/133/index.m3u8#http://111.61.236.247:9081/hls/58/index.m3u8#http://120.76.248.139/live/bfgd/4200000225.m3u8#https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8#http://120.238.94.10:9901/tsfile/live/1087_1.m3u8#http://dassby.qqff.top:99/live/风云足球/index.m3u8#https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8#http://59.62.8.250:9901/tsfile/live/0108_1.m3u8
CCTV发现之旅,http://tvbox6.icu/tv/migu.php?id=fxzl#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=80a44d&tk=822270345d4c#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8bff1d&tk=822270345d4c#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0137&tk=b53028476470#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5031&tk=e503191f8e20#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6226&tk=a0c4f6cfaba3#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5248&tk=a0c4f6cfaba3#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7963&tk=e640d0a1bf70#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0656&tk=2aca1ad9a849
CCTV老故事,http://tvbox6.icu/tv/migu.php?id=lgs#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=87a997&tk=822270345d4c#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=022c0c&tk=822270345d4c#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5816&tk=b53028476470#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4288&tk=e640d0a1bf70#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4142&tk=a0c4f6cfaba3#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2166&tk=2aca1ad9a849#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7412&tk=a0c4f6cfaba3#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8595&tk=e503191f8e20
CCTV中学生,http://tvbox6.icu/tv/migu.php?id=zxs#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3ee1e1&tk=822270345d4c#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=58ed2e&tk=822270345d4c#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7913&tk=a0c4f6cfaba3#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6533&tk=e503191f8e20#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4988&tk=b53028476470#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3730&tk=e640d0a1bf70#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1149&tk=2aca1ad9a849
CCTV西班牙语,http://tvbox6.icu/tv/migu.php?id=cgtne#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6f52d9&tk=822270345d4c#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8590&tk=e503191f8e20#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7468&tk=e640d0a1bf70#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6368&tk=b53028476470#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4613&tk=a0c4f6cfaba3
CCTV阿拉伯语,http://tvbox6.icu/tv/migu.php?id=cgtna#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=dd66a3&tk=822270345d4c#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5025&tk=e640d0a1bf70#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7813&tk=e503191f8e20#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5745&tk=a0c4f6cfaba3#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7715&tk=b53028476470
CCTV俄语,http://tvbox6.icu/tv/migu.php?id=cgtnr#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b5ca83&tk=822270345d4c#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9626&tk=a0c4f6cfaba3#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0044&tk=e640d0a1bf70#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6920&tk=b53028476470#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5866&tk=e503191f8e20
CCTV央视文化精品,http://tvbox6.icu/tv/iptv2.php?id=30
CCTV风云音乐,http://tvbox6.icu/tv/iptv2.php?id=33#http://dassby.qqff.top:99/live/风云音乐/index.m3u8
CCTV第一剧场,http://tvbox6.icu/tv/iptv2.php?id=31#http://58.221.214.82:9901/tsfile/live/0015_2.m3u8?key=txiptv#http://180.213.174.225:9901/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&authid=0#http://59.32.97.140:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0#http://dassby.qqff.top:99/live/第一剧场/index.m3u8#http://jf.jxx2023.work:40446/tsfile/live/1049_1.m3u8
CCTV怀旧剧场,http://tvbox6.icu/tv/iptv2.php?id=26#http://120.76.248.139/live/bfgd/4200000224.m3u8#http://t8622699o8.vicp.fun:60024/tptv/G_NVXINGSS-CQ.m3u8#http://111.61.236.247:9081/hls/67/index.m3u8#http://180.213.174.225:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0#http://dassby.qqff.top:99/live/怀旧剧场/index.m3u8#http://jf.jxx2023.work:40446/tsfile/live/1149_1.m3u8
CCTV风云剧场,http://tvbox6.icu/tv/iptv2.php?id=32#http://59.32.97.140:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0#http://dassby.qqff.top:99/live/风云剧场/index.m3u8#http://jf.jxx2023.work:40446/tsfile/live/1150_1.m3u8
CCTV世界地理,http://tvbox6.icu/tv/iptv2.php?id=28#http://183.11.239.36:808/hls/11/index.m3u8#http://111.61.236.247:9081/hls/62/index.m3u8#http://120.76.248.139/live/bfgd/4200000177.m3u8#http://180.213.174.225:9901/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0#http://59.32.97.140:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0#http://dassby.qqff.top:99/live/世界地理/index.m3u8#http://36.129.204.117:9003//hls/78/index.m3u8
CCTV电视指南,http://tvbox6.icu/tv/gdmzyd.php?id=109#http://120.76.248.139/live/bfgd/4200000164.m3u8#http://111.48.34.237/PLTV/88888888/224/3221230078/1.m3u8#http://111.48.34.237/PLTV/88888888/224/3221230492/1.m3u8#http://dassby.qqff.top:99/live/电视指南/index.m3u8
CCTV兵器科技,http://tvbox6.icu/tv/iptv2.php?id=29#http://dassby.qqff.top:99/live/兵器科技/index.m3u8
CCTV音乐,http://123.138.22.30:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV央视台球,http://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8#https://epg.pw/stream/ca9c1cd4b97fb824cedd7fedfd0c7a950afdd7f00751cfbb7c2d89831d7746a5.m3u8#https://epg.pw/stream/25677ac2e8c1f7c3dd6359c43eb5f0f54efb3f5c11f9dda18d01b3e0308ed017.m3u8#http://dassby.qqff.top:99/live/央视台球/index.m3u8#http://36.129.204.117:9003//hls/71/index.m3u8#http://ngcdn003.cnr.cn/live/yyzs/index.m3u8#http://183.11.239.36:808/hls/73/index.m3u8
CCTV女性时尚,http://120.76.248.139/live/bfgd/4200000176.m3u8#http://111.61.236.247:9081/hls/59/index.m3u8#http://dassby.qqff.top:99/live/女性时尚/index.m3u8
CCTV少儿,http://123.138.22.30:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV电影轮播,http://cdn.jdshipin.com:8880/huya.php?id=11342390
CCTV高尔夫网球,http://59.32.97.140:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
